event_id,event_slug,event_title,market_id,market_slug,question,yes_token_id,domain,market_liquidity,tag_labels,tag_slugs,event_start,event_end
16263,macron-out-in-2025,Macron out by...?,597964,macron-out-by-june-30-2026-273,"Macron out by June 30, 2026?",16201530957950630406397949502319734794139620443510795733205872225099141120819,2025-predictions,79349.59813,France|Politics|Macron|World|2025 Predictions|resign,france|politics|macron|world|2025-predictions|resign,2025-01-03T19:35:04.095066Z,2026-06-30T12:00:00Z
30615,2026-fifa-world-cup-winner-595,2026 FIFA World Cup Winner ,558977,will-haiti-win-the-2026-fifa-world-cup,Will Haiti win the 2026 FIFA World Cup?,113379015922744700109400673843380371641970914885846970213129353605968934558386,2026-fifa-world-cup,5162198.92147,Soccer|Sports|FIFA World Cup|2026 FIFA World Cup|Hide From New,soccer|sports|fifa-world-cup|2026-fifa-world-cup|hide-from-new,2025-07-02T22:28:24.564603Z,2026-07-20T00:00:00Z
39274,2026-pro-football-draft-1st-overall-pick,2026 Pro Football Draft: 1st Overall Pick,580109,will-nico-iamaleava-be-the-first-pick-of-the-2026-nfl-draft,Will Nico Iamaleava be the first pick of the 2026 NFL Draft?,61333438224991090029549325331522226961828740049006775405883405120037322223568,2026-nfl-draft,26084.56983,Sports|NCAA Football|NFL|CFB|NFL Draft|2026 NFL Draft,sports|ncaa-football|nfl|cfb|nfl-draft|2026-nfl-draft,2025-08-25T21:10:24.86915Z,2026-04-25T00:00:00Z
73191,which-country-will-join-abraham-accords-before-2027,Which country will join Abraham Accords before 2027?,1076686,will-somaliland-join-the-abraham-accords-before-2027,Will Somaliland join the Abraham Accords before 2027?,70026524713009669538763377800911903794570186848119999786864842995489783143838,abraham-accords,22329.3007,Middle East|Politics|Gaza|Geopolitics|Abraham Accords|World|Israel,middle-east|politics|gaza|geopolitics|abraham-accords|world|israel,2025-11-05T19:01:08.985833Z,2026-12-31T00:00:00Z
139413,will-openai-acquire-pinterest-in-2026,Will OpenAI acquire Pinterest in 2026?,1089563,will-openai-acquire-pinterest-in-2026,Will OpenAI acquire Pinterest in 2026?,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,43459.2096,Acquisitions|Tech|AI,acquisitions|tech|ai,2026-01-02T20:46:00.490812Z,2026-12-31T00:00:00Z
28999,megaeth-market-cap-fdv-one-day-after-launch,MegaETH market cap (FDV) one day after launch? (if by June 30),666614,megaeth-market-cap-fdv-2b-one-day-after-launch-392-656-565-965-418-578-388,MegaETH market cap (FDV) >$3B one day after launch?,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,81483.32148,Airdrops|Featured|Crypto|MegaETH|Pre-Market|fdv,airdrops|featured|crypto|megaeth|pre-market|fdv,2025-06-26T19:50:27.580851Z,2026-07-01T04:00:00Z
48300,anthropic-ipo-closing-market-cap,Anthropic IPO Closing Market Cap,608410,will-anthropic-not-ipo-by-june-30-2026,"Will Anthropic not IPO by June 30, 2026?",14495888673864948586083280727326896461319586754303430637766841544809472748499,anthropic,20052.91277,AI|IPO|Tech|Big Tech|anthropic|IPOs|Finance,ai|ipo|tech|big-tech|anthropic|ipos|finance,2025-09-23T00:29:27.873586Z,2026-06-30T00:00:00Z
32754,nba-mvp-694,NBA MVP ,564164,will-giannis-antetokounmpo-win-the-20252026-nba-mvp,Will Giannis Antetokounmpo win the 2025–2026 NBA MVP?,45014676111572901552217363692090679327003594688155466306257909550735876308571,awards,349955.92515,Sports|NBA|mvp|Awards|Hide From New,sports|nba|mvp|awards|hide-from-new,2025-07-17T12:15:08.441241Z,2026-06-10T00:00:00Z
133684,base-fdv-above-one-day-after-launch,Base FDV above ___ one day after launch?,1068307,base-fdv-above-2b-one-day-after-launch,Base FDV above $2B one day after launch?,22056280440419108399189383402666130126211471357531451866320292446775191982898,base,31924.1242,Base|Pre-Market|Crypto|fdv,base|pre-market|crypto|fdv,2025-12-30T20:37:33.961869Z,2028-01-01T05:00:00Z
63296,nba-2025-26-coach-of-the-year,NBA Coach of the Year Winner,643782,nba-2025-26-coach-of-the-year-doc-rivers,Will Doc Rivers win the 2025–2026 NBA Coach of the Year?,14148326570482997647796472124635529527670136157918554047135459073661353551014,basketball,39029.42837,NBA|Basketball|Sports|Hide From New,nba|basketball|sports|hide-from-new,2025-10-22T07:27:42.010849Z,2026-06-30T00:00:00Z
43347,who-will-bernie-endorse,Who will Bernie endorse?,593975,will-bernie-endorse-antonio-delgado-for-ny-gov-by-nov-2-2026-et,Will Bernie endorse Antonio Delgado for NY-Gov by Nov 2 2026 ET?,78994096084018614649961134380557835172033452849084058029827070275341232468538,bernie-sanders,13236.45214,bernie sanders|Politics,bernie-sanders|politics,2025-09-12T20:38:46.080162Z,2026-11-04T00:00:00Z
66156,most-popular-boy-name-2025,Most popular boy name 2025,651486,will-james-rank-1-among-boy-names-on-the-ssas-official-list-for-2025,Will James rank #1 among boy names on the SSA’s official list for 2025?,43730668550917761725713780192382120243054780302570603837017194778854370301083,best-of-2025,8465.90514,Culture|Best of 2025,pop-culture|best-of-2025,2025-10-27T17:55:11.640546Z,2025-12-31T00:00:00Z
57711,largest-company-end-of-june-712,Largest Company end of June?,631186,will-saudi-aramco-be-the-largest-company-in-the-world-by-market-cap-on-june-30,Will Saudi Aramco be the largest company in the world by market cap on June 30?,101572915378052466010537773686792142702472736962773444087157973880663103257016,big-tech,94432.43254,AI|Tech|Big Tech|Economy|DeepSeek|Business|Finance,ai|tech|big-tech|economy|deepseek|business|finance,2025-10-10T21:54:22.488268Z,2026-06-30T00:00:00Z
133707,will-bitcoin-outperform-gold-in-2026,Will Bitcoin outperform Gold in 2026?,1068346,will-bitcoin-outperform-gold-in-2026,Will Bitcoin outperform Gold in 2026?,47113934605305582772590235372495078183833796521066344951188393486940857661087,bitcoin,35430.0596,Crypto|Bitcoin,crypto|bitcoin,2025-12-30T20:57:35.962318Z,2027-01-01T05:00:00Z
45925,which-candidates-will-advance-to-brazils-presidential-runoff,Which candidates will advance to Brazil's presidential runoff?,601921,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,46016408901619903295207375832539898750164493226855442884509133805980187874445,brazil,20741.41658,Global Elections|World|Brazil|Politics,global-elections|world|brazil|politics,2025-09-18T18:02:51.714723Z,2026-10-04T00:00:00Z
33660,bundesliga-winner-527,Bundesliga Winner ,566536,will-bayern-munich-win-the-202526-bundesliga,Will Bayern Munich win the 2025–26 Bundesliga?,65593147993933210668913649351930844723488198276524447779995000909538215097563,bundesliga,376790.71677,Sports|Soccer|bundesliga,sports|soccer|bundesliga,2025-07-28T16:59:50.447116Z,2026-05-28T00:00:00Z
79041,largest-company-end-of-december-2026,Largest Company end of December 2026?,676740,will-microsoft-be-the-largest-company-in-the-world-by-market-cap-on-december-31-481,Will Microsoft be the largest company in the world by market cap on December 31?,391670908629060088409431896998377161667071768186645889213963384874929102170,business,98226.04801,Economy|Business|Finance|AI|Tech|Big Tech,economy|business|finance|ai|tech|big-tech,2025-11-12T21:22:24.034809Z,2026-12-31T00:00:00Z
57096,california-governor-election-2026,California Governor Election Winner,628945,will-toni-atkins-win-the-california-governor-election-in-2026,Will Toni Atkins win the California Governor Election in 2026?,46795587673242136909437201632973334679982713622973285707845177101454063819719,california-midterm,130627.53182,Elections|US Election|Politics|Governor midterms|California Midterm,elections|us-presidential-election|politics|governor-midterms|california-midterm,2025-10-09T23:36:09.952693Z,2026-11-03T00:00:00Z
85704,who-will-announce-presidential-run-before-2027,Who will announce Presidential run before 2027?,692283,will-barack-obama-announce-a-presidential-run-before-2027,Will Barack Obama announce a Presidential run before 2027?,83861038635151923386926515591327015768267040223083934463768926006958185918008,celebrities,17241.52556,Politics|Celebrities|President|Elections,politics|celebrities|president|elections,2025-11-20T00:00:47.357612Z,2026-12-31T00:00:00Z
33506,uefa-champions-league-winner,UEFA Champions League Winner ,566170,will-club-brugge-win-the-202526-champions-league,Will Club Brugge win the 2025–26 Champions League?,43478780997313571844864646081201368302664941062507392308569466005072068318763,champions-league,816410.62839,Soccer|Champions League|Sports|UCL,soccer|champions-league|sports|ucl,2025-07-28T16:48:06.450445Z,2026-05-31T00:00:00Z
36308,claude-5-released-by,Claude 5 released by…?,1363116,will-claude-5-be-released-by-april-30-2026,"Will Claude 5 be released by April 30, 2026?",11966409881281293602137861492007400834690026843003461391578987664208256196909,claude-5,56352.74508,AI|Tech|Claude 5,ai|tech|claude-5,2025-08-07T20:45:08.401678Z,2026-04-30T00:00:00Z
104392,what-will-spacexs-public-ticker-be,What will SpaceX's public ticker be?,929495,will-spacexs-public-ticker-be-mars-627,Will SpaceX's public ticker be $MARS?,65727333669531232905091448824819612789481034857852260350036556651884360807432,climate-science,35630.18452,Tech|Big Tech|SpaceX|Elon Musk|Climate & Science,tech|big-tech|spacex|elon-musk|climate-science,2025-12-13T21:55:50.740372Z,2027-12-31T00:00:00Z
34584,colombia-presidential-election,Colombia Presidential Election,569364,will-juan-manuel-galn-win-the-2026-colombian-presidential-election,Will Juan Manuel Galán win the 2026 Colombian presidential election?,75712298340810272859765060308006832993211601931382911468417184675550881103879,colombia-election,132771.13843,Politics|Global Elections|Elections|World|World Elections|Colombia Election|Colombia,politics|global-elections|elections|world|world-elections|colombia-election|colombia,2025-07-29T17:32:52.057619Z,2026-06-21T14:00:00Z
57640,colorado-senate-election-winner,Colorado Senate Election Winner,630667,will-the-republicans-win-the-colorado-senate-race-in-2026,Will the Republicans win the Colorado Senate race in 2026?,94387913280398317052582281843978069916338462525042652614881277797162415545237,colorado-midterm,32010.7702,Elections|Midterms|US Election|Politics|Senate midterms|Colorado Midterm,elections|midterms|us-presidential-election|politics|senate-midterms|colorado-midterm,2025-10-13T22:42:36.765917Z,2026-11-03T00:00:00Z
125865,gc-hit-jun-2026,What will Gold (GC) hit__ by end of June?,1032269,gc-hit-6500-high-jun-2026-737-471-976,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",2505045451674943447519228800725933725750838307553383437231238252001926532847,comex-gold-futures,68870.96376,COMEX Gold Futures|Commodities|Hide From New|Finance|Gold,comex-gold-futures|commodities|hide-from-new|finance|gold,2025-12-26T23:34:31.882421Z,2026-06-30T17:30:00Z
125871,si-hit-jun-2026,Will Silver (SI) hit__ by end of June?,1294089,will-silver-si-hit-high-250-by-end-of-june-218,Will Silver (SI) hit (HIGH) $250 by end of June?,107870429546933970357003646744953533078588414978993746450690176970570179686431,comex-silver-futures,45831.96076,COMEX Silver Futures|Commodities|Hide From New|Silver|Finance,comex-silver-futures|commodities|hide-from-new|silver|finance,2025-12-26T23:44:25.280646Z,2026-06-30T17:30:00Z
106981,bitcoin-vs-gold-vs-sp-500-in-2026,Bitcoin vs. Gold vs. S&P 500 in 2026,950852,will-bitcoin-have-the-best-performance-in-2026-749,Will Bitcoin have the best performance in 2026?,108251591904413063139495882252154135107497878738832930637657538583440424739851,commodities,27822.7583,Finance|Crypto|Bitcoin|Commodities|SPX|S&P 500,finance|crypto|bitcoin|commodities|spx|sp-500,2025-12-22T17:42:16.778437Z,2026-12-31T00:00:00Z
101980,how-many-republican-senators-not-running-in-2026,How many Republican Senators not running in 2026?,909077,will-the-number-of-republican-senate-members-who-retire-in-2026-be-less-than-5,Will the number of Republican Senate members who retire in 2026 be less than 5?,109303663734739671465714636465895865472163062510173069449390862173969575719974,congress,15310.75955,Congress|US Election|Midterms|Elections|Politics,congress|us-presidential-election|midterms|elections|politics,2025-12-12T23:51:55.575161Z,2026-08-31T00:00:00Z
97540,connecticut-governor-republican-primary-winner,Connecticut Governor Republican Primary Winner,826143,will-erin-stewart-win-the-2026-connecticut-governor-republican-primary-election,Will Erin Stewart win the 2026 Connecticut Governor Republican primary election?,105553217293060706571503179519164863553151391260530944399118771327258349812919,connecticut-primary,18244.7413,Politics|Elections|Primaries|primary elections|Republican Primary|Governor Primary|Connecticut Primary,politics|elections|primaries|primary-elections|republican-primary|governor-primary|connecticut-primary,2025-12-05T15:24:11.20621Z,2026-08-11T00:00:00Z
89502,what-price-will-bitcoin-hit-before-2027,What price will Bitcoin hit in 2026?,1057883,will-bitcoin-reach-250000-by-december-31-2026-579-442,"Will Bitcoin reach $250,000 by December 31, 2026?",13433573766910980267981622064090484781359464703732825845886677588040916221533,crypto-prices,126452.96054,Bitcoin|Yearly|Hit Price|Crypto Prices|Crypto,bitcoin|yearly|hit-price|crypto-prices|crypto,2025-11-24T19:13:13.705699Z,2027-01-01T05:00:00Z
57641,delaware-senate-election-winner,Delaware Senate Election Winner,630680,will-the-republicans-win-the-delaware-senate-race-in-2026,Will the Republicans win the Delaware Senate race in 2026?,18791277393217683755628516529477058015186638022373024614300661393042993809537,delaware-midterm,40285.7979,Midterms|US Election|Elections|Politics|Senate midterms|Delaware Midterm,midterms|us-presidential-election|elections|politics|senate-midterms|delaware-midterm,2025-10-13T22:42:36.7631Z,2026-11-03T00:00:00Z
45018,maine-democratic-senate-primary-winner,Maine Democratic Senate Primary Winner,599323,will-graham-platner-be-the-democratic-nominee-for-senate-in-maine,Will Graham Platner be the Democratic nominee for Senate in Maine?,51273396751548994017117054764897754414228591289652072971120018616721173971444,democratic-primary,51644.7162,Politics|Elections|US Election|Primaries|primary elections|Senate Primary|Democratic Primary|Maine Primary,politics|elections|us-presidential-election|primaries|primary-elections|senate-primary|democratic-primary|maine-primary,2025-09-15T19:58:35.795828Z,2026-06-09T00:00:00Z
75478,fed-decision-in-april,Fed decision in April?,669663,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,9556122149160720922715284597610520228366807023831966638741974320131898296289,economic-policy,3250459.37335,Economic Policy|Economy|Jerome Powell|Fed|Fed Rates|Politics|fomc,economic-policy|economy|jerome-powell|fed|fed-rates|politics|fomc,2025-11-13T00:40:50.267805Z,2026-04-29T00:00:00Z
98133,elon-musk-trillionaire-before-2027,Elon Musk trillionaire before 2027?,836162,elon-musk-trillionaire-before-2027,Elon Musk trillionaire before 2027?,32431890167345181985795456212069136470689842825539004695200064630822423107335,elon-musk,20032.94,Elon Musk|Tech|Business|Tesla|Big Tech,elon-musk|tech|business|tesla|big-tech,2025-12-05T20:09:08.137127Z,2026-12-31T00:00:00Z
84575,epstein-client-list-released-in-2025-372,Epstein client list released by...?,996893,epstein-client-list-released-by-june-30,Epstein client list released by June 30?,108548893345759572446077602443398325305734327289834850738242401844282632332811,epstein,48434.43654,Politics|Epstein|Trump,politics|epstein|trump,2025-11-19T02:12:37.487517Z,2026-06-30T00:00:00Z
91926,extended-fdv-above-one-day-after-launch,Extended FDV above ___ one day after launch?,904737,extended-fdv-above-300m-one-day-after-launch-351-333,Extended FDV above $300M one day after launch?,30168634295384984099987626703440157654602987915064535215384295190163901851184,extended,47779.741,Crypto|Pre-Market|Extended|fdv,crypto|pre-market|extended|fdv,2025-11-27T17:34:31.814033Z,2027-01-01T05:00:00Z
52130,opensea-fdv-above-one-day-after-launch,Opensea FDV above ___ one day after launch?,936450,opensea-fdv-above-2b-one-day-after-launch-771-639-367-482-177-837,Opensea FDV above $2B one day after launch?,3783874556587832518151104525711027133710881159533628607061884012946071097261,fdv,37600.1657,Crypto|Pre-Market|fdv,crypto|pre-market|fdv,2025-09-30T17:29:40.007286Z,2027-01-01T05:00:00Z
91927,felix-fdv-above-one-day-after-launch,Felix FDV above ___ one day after launch?,716905,felix-protocol-fdv-above-300m-one-day-after-launch-953-129,Felix Protocol FDV above $300M one day after launch?,94195159380649683762164114216519545499991614727769221572315275622082093227806,felix,10824.53535,Crypto|Pre-Market|Felix|fdv,crypto|pre-market|felix|fdv,2025-11-27T17:34:36.696157Z,2027-01-01T05:00:00Z
98349,which-continent-will-win-the-2026-fifa-world-cup,Which continent will win the 2026 Fifa World Cup?,840932,will-oceania-win-the-2026-fifa-world-cup,Will Oceania win the 2026 FIFA World Cup?,59293102456409671843831538939564589910493616612575646727452668236549896586814,fifa-world-cup,56813.62025,Sports|World|world cup|Soccer|FIFA World Cup,sports|world|world-cup|soccer|fifa-world-cup,2025-12-08T20:40:01.474834Z,
118172,will-trump-acquire-greenland-before-2027,Will Trump acquire Greenland before 2027?,997488,will-trump-acquire-greenland-before-2027,Will Trump acquire Greenland before 2027?,5161623255678193352839985156330393796378434470119114669671615782853260939535,foreign-policy,235504.86603,Denmark|Foreign Policy|Greenland|Politics|Trump|Davos|Parent For Derivative,denmark|foreign-policy|greenland|politics|trump|davos|parent-for-derivative,2025-12-23T01:07:54.235662Z,2026-12-31T00:00:00Z
